KYTREASNOX,CALDT,TDYTM
2000005,4/10/1973,6.428002511
2000005,4/11/1973,6.480136013
2000005,4/12/1973,6.487684679
2000005,4/13/1973,6.383653019
2000005,4/16/1973,6.413558502
2000005,4/17/1973,6.503148462
2000005,4/18/1973,6.518224919
2000005,4/19/1973,6.555817119
2000005,4/23/1973,6.609052583
2000005,4/24/1973,6.579095324
2000005,4/25/1973,6.579251047
2000005,4/26/1973,6.534251979
2000005,4/27/1973,6.556964836
2000005,4/30/1973,6.580043612
2000005,5/1/1973,6.610433767
2000005,5/2/1973,6.610610711
2000005,5/3/1973,6.618359699
2000005,5/4/1973,6.641282247
2000005,5/7/1973,6.649465366
2000005,5/8/1973,6.619282175
2000005,5/9/1973,6.596697584
2000005,5/10/1973,6.581699124
2000005,5/11/1973,6.627450704
2000005,5/14/1973,6.635653106
2000005,5/15/1973,6.612998985
2000005,5/16/1973,6.590346966
2000005,5/17/1973,6.6515233
2000005,5/18/1973,6.6746629
2000005,5/21/1973,6.69065845
2000005,5/22/1973,6.690892822
2000005,5/23/1973,6.675791637
2000005,5/24/1973,6.62239906
2000005,5/25/1973,6.607298056
2000005,5/29/1973,6.631096777
2000005,5/30/1973,6.623633725
2000005,5/31/1973,6.600821834
2000005,6/1/1973,6.601020646
2000005,6/4/1973,6.632384904
2000005,6/5/1973,6.525067633
2000005,6/6/1973,6.40290374
2000005,6/7/1973,6.448826415
2000005,6/8/1973,6.42602261
2000005,6/11/1973,6.464670433
2000005,6/12/1973,6.457142897
2000005,6/13/1973,6.464951138
2000005,6/14/1973,6.465092866
2000005,6/15/1973,6.480601592
2000005,6/18/1973,6.496458587
2000005,6/19/1973,6.504328527
2000005,6/20/1973,6.504495441
2000005,6/21/1973,6.512381731
2000005,6/22/1973,6.551206005
2000005,6/25/1973,6.582806063
2000005,6/26/1973,6.606320784
2000005,6/27/1973,6.629884503
2000005,6/28/1973,6.66909371
2000005,6/29/1973,6.739706254
2000005,7/2/1973,6.842766212
2000005,7/3/1973,6.874663941
2000005,7/5/1973,6.859612273
2000005,7/6/1973,6.915333343
2000005,7/9/1973,7.027812739
2000005,7/10/1973,6.972527079
2000005,7/11/1973,6.964999916
2000005,7/12/1973,6.973386517
2000005,7/13/1973,7.02166362
2000005,7/16/1973,7.055044762
2000005,7/17/1973,7.07155032
2000005,7/18/1973,7.096112616
2000005,7/19/1973,7.225503698
2000005,7/20/1973,7.307042746
2000005,7/23/1973,7.284537277
2000005,7/24/1973,7.350193063
2000005,7/25/1973,7.391607003
2000005,7/26/1973,7.523294543
2000005,7/27/1973,7.573384155
2000005,7/30/1973,7.600442447
2000005,7/31/1973,7.672060942
2000005,8/1/1973,7.73212809
2000005,8/2/1973,7.658845332
2000005,8/3/1973,7.778377723
2000005,8/6/1973,7.825675575
2000005,8/7/1973,7.886417262
2000005,8/8/1973,7.767684304
2000005,8/9/1973,7.768527088
2000005,8/10/1973,7.72465585
2000005,8/13/1973,7.623052498
2000005,8/14/1973,7.601593824
2000005,8/15/1973,7.520982535
2000005,8/16/1973,7.359858103
2000005,8/17/1973,7.214435967
2000005,8/20/1973,7.318560929
2000005,8/21/1973,7.289928296
2000005,8/22/1973,7.319881407
2000005,8/23/1973,7.145269924
2000005,8/24/1973,7.015333863
2000005,8/27/1973,7.118504064
2000005,8/28/1973,7.148212131
2000005,8/29/1973,7.039734171
2000005,8/30/1973,7.076586985
2000005,8/31/1973,7.077149574
2000005,9/4/1973,7.006699074
2000005,9/5/1973,6.920281692
2000005,9/6/1973,6.906317415
2000005,9/7/1973,6.892351587
2000005,9/10/1973,6.980845531
2000005,9/11/1973,7.090735593
2000005,9/12/1973,7.091317681
2000005,9/13/1973,7.135849614
2000005,9/14/1973,7.099807465
2000005,9/17/1973,6.940891372
2000005,9/18/1973,6.82528286
2000005,9/19/1973,6.832993246
2000005,9/20/1973,6.76834995
2000005,9/21/1973,6.725478411
2000005,9/24/1973,6.640281787
2000005,9/25/1973,6.626286927
2000005,9/26/1973,6.655461801
2000005,9/27/1973,6.62705517
2000005,9/28/1973,6.555572671
2000005,10/1/1973,6.585393748
2000005,10/2/1973,6.715730951
2000005,10/3/1973,6.643823672
2000005,10/4/1973,6.709346551
2000005,10/5/1973,6.558070294
2000005,10/9/1973,6.530696984
2000005,10/10/1973,6.57432019
2000005,10/11/1973,6.574693379
2000005,10/12/1973,6.524545985
2000005,10/15/1973,6.590674874
2000005,10/16/1973,6.649100377
2000005,10/17/1973,6.642246923
2000005,10/18/1973,6.628124674
2000005,10/19/1973,6.606738619
2000005,10/23/1973,6.652021631
2000005,10/24/1973,6.667033996
2000005,10/25/1973,6.60913603
2000005,10/26/1973,6.60953956
2000005,10/29/1973,6.610756979
2000005,10/30/1973,6.59657396
2000005,10/31/1973,6.640801094
2000005,11/1/1973,6.67050715
2000005,11/2/1973,6.685609895
2000005,11/5/1973,6.819581164
2000005,11/7/1973,6.783652117
2000005,11/8/1973,6.732492359
2000005,11/9/1973,6.762486751
2000005,11/12/1973,6.845472942
2000005,11/13/1973,6.965189132
2000005,11/14/1973,7.003183924
2000005,11/15/1973,6.929024661
2000005,11/16/1973,6.877195659
2000005,11/19/1973,6.751840624
2000005,11/20/1973,6.737310967
2000005,11/21/1973,6.663576234
2000005,11/23/1973,6.664101618
2000005,11/26/1973,6.635290111
2000005,11/27/1973,6.650348889
2000005,11/28/1973,6.665432656
2000005,11/29/1973,6.6508727
2000005,11/30/1973,6.621495167
2000005,12/3/1973,6.674221172
2000005,12/4/1973,6.681937169
2000005,12/5/1973,6.726924319
2000005,12/6/1973,6.73469173
2000005,12/7/1973,6.712607425
2000005,12/10/1973,6.579457042
2000005,12/11/1973,6.594556858
2000005,12/12/1973,6.579937814
2000005,12/13/1973,6.609937623
2000005,12/14/1973,6.595303238
2000005,12/17/1973,6.566265574
2000005,12/18/1973,6.618694747
2000005,12/19/1973,6.618960003
2000005,12/20/1973,6.581900095
2000005,12/21/1973,6.612019601
2000005,12/24/1973,6.612816983
2000005,12/26/1973,6.726002755
2000005,12/27/1973,6.703738122
2000005,12/28/1973,6.673957255
2000005,12/31/1973,6.697460561
2000005,1/2/1974,6.728287849
2000005,1/3/1974,6.698406762
2000005,1/4/1974,6.691174359
2000005,1/7/1974,6.722381898
2000005,1/8/1974,6.737867369
2000005,1/9/1974,6.73820855
2000005,1/10/1974,6.776515302
2000005,1/11/1974,6.822544119
2000005,1/14/1974,6.838967583
2000005,1/15/1974,6.808827734
2000005,1/16/1974,6.809209869
2000005,1/17/1974,6.779071161
2000005,1/18/1974,6.78707112
2000005,1/21/1974,6.834102406
2000005,1/22/1974,6.880525776
2000005,1/23/1974,6.91939511
2000005,1/24/1974,6.889062312
2000005,1/25/1974,6.889492497
2000005,1/28/1974,6.836930991
2000005,1/29/1974,6.821968332
2000005,1/30/1974,6.791645099
2000005,1/31/1974,6.767367366
2000005,2/1/1974,6.713613094
2000005,2/4/1974,6.660554063
2000005,2/5/1974,6.660849488
2000005,2/6/1974,6.634175464
2000005,2/7/1974,6.674948469
2000005,2/8/1974,6.648240085
2000005,2/11/1974,6.649123574
2000005,2/13/1974,6.6091827
2000005,2/14/1974,6.582476156
2000005,2/15/1974,6.596241202
2000005,2/19/1974,6.610148422
2000005,2/20/1974,6.617020468
2000005,2/21/1974,6.637457266
2000005,2/22/1974,6.657932772
2000005,2/25/1974,6.665107943
2000005,2/26/1974,6.760725191
2000005,2/27/1974,6.781425819
2000005,2/28/1974,6.802165832
2000005,3/1/1974,6.857313513
2000005,3/4/1974,6.885521788
2000005,3/5/1974,6.885746954
2000005,3/6/1974,6.858378281
2000005,3/7/1974,6.858594019
2000005,3/8/1974,6.900251538
2000005,3/11/1974,6.928668748
2000005,3/12/1974,6.93585429
2000005,3/13/1974,6.99867362
2000005,3/14/1974,6.985026405
2000005,3/15/1974,7.055063288
2000005,3/18/1974,7.154189071
2000005,3/19/1974,7.168613469
2000005,3/20/1974,7.253672617
2000005,3/21/1974,7.360505341
2000005,3/22/1974,7.410833806
2000005,3/25/1974,7.4265099
2000005,3/26/1974,7.3983853
2000005,3/27/1974,7.384556299
2000005,3/28/1974,7.442243526
2000005,3/29/1974,7.392612202
2000005,4/1/1974,7.422646648
2000005,4/2/1974,7.459012825
2000005,4/3/1974,7.488276121
2000005,4/4/1974,7.589857698
2000005,4/5/1974,7.706608167
2000005,4/8/1974,7.664695693
2000005,4/9/1974,7.665279762
2000005,4/10/1974,7.614947973
2000005,4/11/1974,7.593722593
2000005,4/15/1974,7.552378341
2000005,4/16/1974,7.654810661
2000005,4/17/1974,7.640806593
2000005,4/18/1974,7.714497472
2000005,4/19/1974,7.671200152
2000005,4/22/1974,7.687650832
2000005,4/23/1974,7.702924652
2000005,4/24/1974,7.688873745
2000005,4/25/1974,7.762973687
2000005,4/26/1974,7.807861117
2000005,4/29/1974,7.913611251
2000005,4/30/1974,7.944080514
2000005,5/1/1974,7.915045229
2000005,5/2/1974,7.960449219
2000005,5/3/1974,8.110926141
2000005,5/6/1974,8.188737221
2000005,5/7/1974,8.29564636
2000005,5/8/1974,8.235834606
2000005,5/9/1974,8.236701874
2000005,5/10/1974,8.026359412
2000005,5/13/1974,7.8789901
2000005,5/14/1974,7.909576714
2000005,5/15/1974,7.865508167
2000005,5/16/1974,7.866224818
2000005,5/17/1974,7.941735321
2000005,5/20/1974,7.943998051
2000005,5/21/1974,7.839941159
2000005,5/22/1974,7.810794073
2000005,5/23/1974,7.729570261
2000005,5/24/1974,7.663424244
2000005,5/28/1974,7.7702042
2000005,5/29/1974,7.755969515
2000005,5/30/1974,7.711922438
2000005,5/31/1974,7.727498338
2000005,6/3/1974,7.8043332
2000005,6/4/1974,7.745160584
2000005,6/5/1974,7.760812722
2000005,6/6/1974,7.716637937
2000005,6/7/1974,7.687444041
2000005,6/10/1974,7.6894537
2000005,6/11/1974,7.705084914
2000005,6/12/1974,7.780755317
2000005,6/13/1974,7.811558142
2000005,6/14/1974,7.797234373
2000005,6/17/1974,7.754258459
2000005,6/18/1974,7.815233232
2000005,6/19/1974,7.815973306
2000005,6/20/1974,7.816715072
2000005,6/21/1974,7.847697685
2000005,6/24/1974,8.002052667
2000005,6/25/1974,8.033449402
2000005,6/26/1974,8.019003319
2000005,6/27/1974,8.111826665
2000005,6/28/1974,8.081994061
2000005,7/1/1974,8.115386005
2000005,7/2/1974,8.085505143
2000005,7/3/1974,8.163447653
2000005,7/5/1974,8.242707866
2000005,7/8/1974,8.354615874
2000005,7/9/1974,8.371259918
2000005,7/10/1974,8.356647777
2000005,7/11/1974,8.342035184
2000005,7/12/1974,8.265031052
2000005,7/15/1974,8.252387932
2000005,7/16/1974,8.253367158
2000005,7/17/1974,8.207605249
2000005,7/18/1974,8.208566969
2000005,7/19/1974,8.147311823
2000005,7/22/1974,8.041539832
2000005,7/23/1974,7.972890243
2000005,7/24/1974,7.858307773
2000005,7/25/1974,7.859117824
2000005,7/26/1974,8.045121212
2000005,7/29/1974,8.094448435
2000005,7/30/1974,8.251606411
2000005,7/31/1974,8.205595945
2000005,8/1/1974,8.285030475
2000005,8/2/1974,8.380627703
2000005,8/5/1974,8.320653556
2000005,8/6/1974,8.242945027
2000005,8/7/1974,8.322746587
2000005,8/8/1974,8.308007046
2000005,8/9/1974,8.356477459
2000005,8/12/1974,8.312197996
2000005,8/13/1974,8.329077913
2000005,8/14/1974,8.298484146
2000005,8/15/1974,8.252115518
2000005,8/16/1974,8.268839172
2000005,8/19/1974,8.271638864
2000005,8/20/1974,8.304271583
2000005,8/21/1974,8.400640397
2000005,8/22/1974,8.497529321
2000005,8/23/1974,8.514604578
2000005,8/26/1974,8.509743393
2000005,8/27/1974,8.470686911
2000005,8/28/1974,8.471727178
2000005,8/29/1974,8.424690308
2000005,8/30/1974,8.393705837
2000005,9/3/1974,8.445875931
2000005,9/4/1974,8.414812192
2000005,9/5/1974,8.367752053
2000005,9/6/1974,8.352747553
2000005,9/9/1974,8.275768512
2000005,9/10/1974,8.276740964
2000005,9/11/1974,8.261737723
2000005,9/12/1974,8.326719104
2000005,9/13/1974,8.279670685
2000005,9/16/1974,8.258601391
2000005,9/17/1974,8.155761906
2000005,9/18/1974,8.093024088
2000005,9/19/1974,8.014569173
2000005,9/20/1974,7.967940065
2000005,9/23/1974,7.907231813
2000005,9/24/1974,7.923858046
2000005,9/25/1974,7.92469004
2000005,9/26/1974,7.854432555
2000005,9/27/1974,7.800077176
2000005,9/30/1974,7.869929322
2000005,10/1/1974,7.922720778
2000005,10/2/1974,7.923267417
2000005,10/3/1974,7.923815644
2000005,10/4/1974,7.84963265
2000005,10/7/1974,7.761741649
2000005,10/8/1974,7.762222974
2000005,10/9/1974,7.814884638
2000005,10/10/1974,7.807927257
2000005,10/11/1974,7.756225654
2000005,10/15/1974,7.735794441
2000005,10/16/1974,7.766127585
2000005,10/17/1974,7.789050919
2000005,10/18/1974,7.707399432
2000005,10/21/1974,7.693891061
2000005,10/22/1974,7.709289785
2000005,10/23/1974,7.739673503
2000005,10/24/1974,7.740165167
2000005,10/25/1974,7.770636256
2000005,10/28/1974,7.83233513
2000005,10/29/1974,7.780195149
2000005,10/30/1974,7.78823479
2000005,10/31/1974,7.766191711
2000005,11/1/1974,7.774229093
2000005,11/4/1974,7.745674104
2000005,11/6/1974,7.671517479
2000005,11/7/1974,7.604531185
2000005,11/8/1974,7.61246759
2000005,11/12/1974,7.569307815
2000005,11/13/1974,7.569744881
2000005,11/14/1974,7.510303554
2000005,11/15/1974,7.421168849
2000005,11/18/1974,7.443929546
2000005,11/19/1974,7.429138547
2000005,11/20/1974,7.391976817
2000005,11/21/1974,7.39209457
2000005,11/22/1974,7.362398068
2000005,11/25/1974,7.347809256
2000005,11/26/1974,7.385228287
2000005,11/27/1974,7.392823459
2000005,11/29/1974,7.378115555
2000005,12/2/1974,7.393460349
2000005,12/3/1974,7.40858771
2000005,12/4/1974,7.348775187
2000005,12/5/1974,7.333919485
2000005,12/6/1974,7.29663454
2000005,12/9/1974,7.051414922
2000005,12/10/1974,7.073610224
2000005,12/11/1974,7.036579846
2000005,12/12/1974,7.066185796
2000005,12/13/1974,7.029132948
2000005,12/16/1974,7.021653346
2000005,12/17/1974,6.962401433
2000005,12/18/1974,6.910636309
2000005,12/19/1974,6.917946487
2000005,12/20/1974,6.917877247
2000005,12/23/1974,7.0512574
2000005,12/24/1974,7.051252735
2000005,12/26/1974,6.97682874
2000005,12/27/1974,7.006542393
2000005,12/30/1974,7.051243394
2000005,12/31/1974,7.118595129
2000005,1/2/1975,7.111162753
2000005,1/3/1975,7.141226752
2000005,1/6/1975,7.118811207
2000005,1/7/1975,7.126371203
2000005,1/8/1975,7.103850261
2000005,1/9/1975,7.081332541
2000005,1/10/1975,7.111445649
2000005,1/13/1975,7.15684154
2000005,1/14/1975,7.164463627
2000005,1/15/1975,7.217538474
2000005,1/16/1975,7.217632652
2000005,1/17/1975,7.202555776
2000005,1/20/1975,7.301772731
2000005,1/21/1975,7.225723418
2000005,1/22/1975,7.187814208
2000005,1/23/1975,7.218320986
2000005,1/24/1975,7.187989377
2000005,1/27/1975,7.157824447
2000005,1/28/1975,7.142693
2000005,1/29/1975,7.112363098
2000005,1/30/1975,7.082047057
2000005,1/31/1975,7.142555866
2000005,2/3/1975,7.058516284
2000005,2/4/1975,7.002509
2000005,2/5/1975,6.890805432
2000005,2/6/1975,6.911737675
2000005,2/7/1975,6.932710418
2000005,2/10/1975,6.995872725
2000005,2/11/1975,6.974886433
2000005,2/13/1975,7.003094383
2000005,2/14/1975,6.918956736
2000005,2/18/1975,6.821127346
2000005,2/19/1975,6.765326695
2000005,2/20/1975,6.772267125
2000005,2/21/1975,6.765270158
2000005,2/24/1975,6.807114447
2000005,2/25/1975,6.905309555
2000005,2/26/1975,7.00406778
2000005,2/27/1975,6.961762808
2000005,2/28/1975,6.933605494
2000005,3/3/1975,6.962022395
2000005,3/4/1975,6.976239436
2000005,3/5/1975,6.919747852
2000005,3/6/1975,6.912735241
2000005,3/7/1975,6.933988403
2000005,3/10/1975,6.976698418
2000005,3/11/1975,6.962584404
2000005,3/12/1975,6.962658698
2000005,3/13/1975,6.969835799
2000005,3/14/1975,6.977022571
2000005,3/17/1975,7.048581232
2000005,3/18/1975,7.091620809
2000005,3/19/1975,7.192304036
2000005,3/20/1975,7.192487832
2000005,3/21/1975,7.199879759
2000005,3/24/1975,7.265514969
2000005,3/25/1975,7.222317858
2000005,3/26/1975,7.251469592
2000005,3/27/1975,7.244442636
2000005,3/31/1975,7.267089093
2000005,4/1/1975,7.340115215
2000005,4/2/1975,7.501510387
2000005,4/3/1975,7.546030989
2000005,4/4/1975,7.561144961
2000005,4/7/1975,7.770215117
2000005,4/8/1975,7.69613349
2000005,4/9/1975,7.651945808
2000005,4/10/1975,7.682109262
2000005,4/11/1975,7.689985395
2000005,4/14/1975,7.654028514
2000005,4/15/1975,7.639556446
2000005,4/16/1975,7.625082796
2000005,4/17/1975,7.685139951
2000005,4/18/1975,7.760412211
2000005,4/21/1975,7.837045958
2000005,4/22/1975,7.83755949
2000005,4/23/1975,7.815463635
2000005,4/24/1975,7.800902503
2000005,4/25/1975,7.808939123
2000005,4/28/1975,7.855795806
2000005,4/29/1975,7.826079385
2000005,4/30/1975,7.811483777
2000005,5/1/1975,7.834683928
2000005,5/2/1975,7.616822811
2000005,5/5/1975,7.55069295
2000005,5/6/1975,7.573548342
2000005,5/7/1975,7.544007482
2000005,5/8/1975,7.499537004
2000005,5/9/1975,7.499915135
2000005,5/12/1975,7.45620056
2000005,5/13/1975,7.411779809
2000005,5/14/1975,7.367412863
2000005,5/15/1975,7.382635576
2000005,5/16/1975,7.293593414
2000005,5/19/1975,7.242221411
2000005,5/20/1975,7.234983844
2000005,5/21/1975,7.264864081
2000005,5/22/1975,7.294813636
2000005,5/23/1975,7.272689419
2000005,5/27/1975,7.310788625
2000005,5/28/1975,7.325952927
2000005,5/29/1975,7.356114789
2000005,5/30/1975,7.311450792
2000005,6/2/1975,7.297155163
2000005,6/3/1975,7.282410445
2000005,6/4/1975,7.245242319
2000005,6/5/1975,7.223032293
2000005,6/6/1975,7.193366652
2000005,6/9/1975,7.067306188
2000005,6/10/1975,7.030319513
2000005,6/11/1975,6.926814207
2000005,6/12/1975,6.926873463
2000005,6/13/1975,6.941718197
2000005,6/16/1975,6.897540058
2000005,6/17/1975,6.986491877
2000005,6/18/1975,7.07589535
2000005,6/19/1975,7.105896327
2000005,6/20/1975,7.28620274
2000005,6/23/1975,7.317121338
2000005,6/24/1975,7.317372235
2000005,6/25/1975,7.393417028
2000005,6/26/1975,7.485050894
2000005,6/27/1975,7.489199195
2000005,6/30/1975,7.455839083
2000005,7/1/1975,7.471437953
2000005,7/2/1975,7.540675873
2000005,7/3/1975,7.548714236
2000005,7/7/1975,7.580980326
2000005,7/8/1975,7.504470323
2000005,7/9/1975,7.520190968
2000005,7/10/1975,7.520554688
2000005,7/11/1975,7.474812366
2000005,7/14/1975,7.445122801
2000005,7/15/1975,7.460822699
2000005,7/16/1975,7.553630842
2000005,7/17/1975,7.55401874
2000005,7/18/1975,7.585346126
2000005,7/21/1975,7.617592505
2000005,7/22/1975,7.61801692
2000005,7/23/1975,7.618442789
2000005,7/24/1975,7.634421766
2000005,7/25/1975,7.650428058
2000005,7/28/1975,7.651767866
2000005,7/29/1975,7.65221745
2000005,7/30/1975,7.637061147
2000005,7/31/1975,7.809521661
2000005,8/1/1975,7.852164694
2000005,8/4/1975,7.951944634
2000005,8/5/1975,7.973314437
2000005,8/6/1975,8.023720742
2000005,8/7/1975,8.125272316
2000005,8/8/1975,8.103162962
2000005,8/11/1975,8.022311386
2000005,8/12/1975,8.065715551
2000005,8/13/1975,8.065457326
2000005,8/14/1975,8.10901208
2000005,8/15/1975,8.152697198
2000005,8/18/1975,8.107655038
2000005,8/19/1975,8.078002719
2000005,8/20/1975,8.062987866
2000005,8/21/1975,8.128547203
2000005,8/22/1975,8.12084667
2000005,8/25/1975,8.1271129
2000005,8/26/1975,8.082675434
2000005,8/27/1975,8.030964644
2000005,8/28/1975,7.972022769
2000005,8/29/1975,7.920482733
2000005,9/2/1975,7.933343839
2000005,9/3/1975,7.940228795
2000005,9/4/1975,7.925165384
2000005,9/5/1975,7.98336162
2000005,9/8/1975,8.011555791
2000005,9/9/1975,8.040628692
2000005,9/10/1975,8.084541431
2000005,9/11/1975,8.173074247
2000005,9/12/1975,8.20247954
2000005,9/15/1975,8.216465001
2000005,9/16/1975,8.216169761
2000005,9/17/1975,8.171177549
2000005,9/18/1975,8.14110377
2000005,9/19/1975,8.051698906
2000005,9/22/1975,7.99134879
2000005,9/23/1975,7.990962452
2000005,9/24/1975,7.924037166
2000005,9/25/1975,7.967980162
2000005,9/26/1975,8.012052882
2000005,9/29/1975,8.018365658
2000005,9/30/1975,8.047755296
2000005,10/1/1975,8.047402087
2000005,10/2/1975,8.017266407
2000005,10/3/1975,7.868519232
2000005,10/6/1975,7.837634918
2000005,10/7/1975,7.896453704
2000005,10/8/1975,7.866377108
2000005,10/9/1975,7.836314428
2000005,10/10/1975,7.761924325
2000005,10/14/1975,7.789647982
2000005,10/15/1975,7.818850165
2000005,10/16/1975,7.714735018
2000005,10/17/1975,7.729035608
2000005,10/20/1975,7.727598411
2000005,10/21/1975,7.682706369
2000005,10/22/1975,7.711822302
2000005,10/23/1975,7.637346072
2000005,10/24/1975,7.63682981
2000005,10/27/1975,7.635284738
2000005,10/28/1975,7.560853447
2000005,10/29/1975,7.50132068
2000005,10/30/1975,7.397847709
2000005,10/31/1975,7.426591998
2000005,11/3/1975,7.468954415
2000005,11/5/1975,7.423563031
2000005,11/6/1975,7.408230415
2000005,11/7/1975,7.334088873
2000005,11/10/1975,7.317458502
2000005,11/12/1975,7.352955555
2000005,11/13/1975,7.38919799
2000005,11/14/1975,7.477371246
2000005,11/17/1975,7.550018395
2000005,11/18/1975,7.579310407
2000005,11/19/1975,7.578789321
2000005,11/20/1975,7.548412954
2000005,11/21/1975,7.637607441
2000005,11/24/1975,7.606144893
2000005,11/25/1975,7.620639589
2000005,11/26/1975,7.605139021
2000005,11/28/1975,7.670941784
2000005,12/1/1975,7.621197061
2000005,12/2/1975,7.58543742
2000005,12/3/1975,7.556891152
2000005,12/4/1975,7.629055546
2000005,12/5/1975,7.614856113
2000005,12/8/1975,7.680572892
2000005,12/9/1975,7.731591093
2000005,12/10/1975,7.753669965
2000005,12/11/1975,7.703085996
2000005,12/12/1975,7.659828427
2000005,12/15/1975,7.515968624
2000005,12/16/1975,7.516152944
2000005,12/17/1975,7.458731377
2000005,12/18/1975,7.444509417
2000005,12/19/1975,7.358538612
2000005,12/22/1975,7.373246323
2000005,12/23/1975,7.373374525
2000005,12/24/1975,7.337618798
2000005,12/26/1975,7.251900615
2000005,12/29/1975,7.259295641
2000005,12/30/1975,7.245059104
2000005,12/31/1975,7.273801849
2000005,1/2/1976,7.288347849
2000005,1/5/1976,7.245546145
2000005,1/6/1976,7.188265904
2000005,1/7/1976,7.209828675
2000005,1/8/1976,7.245803228
2000005,1/9/1976,7.159785589
2000005,1/12/1976,7.159937188
2000005,1/13/1976,7.181521856
2000005,1/14/1976,7.260763046
2000005,1/15/1976,7.318662697
2000005,1/16/1976,7.376776426
2000005,1/19/1976,7.290208016
2000005,1/20/1976,7.31931279
2000005,1/21/1976,7.312192477
2000005,1/22/1976,7.33410171
2000005,1/23/1976,7.268946697
2000005,1/26/1976,7.283802156
2000005,1/27/1976,7.298454881
2000005,1/28/1976,7.320409202
2000005,1/29/1976,7.305992866
2000005,1/30/1976,7.291574175
2000005,2/2/1976,7.284685424
2000005,2/3/1976,7.292103176
2000005,2/4/1976,7.336035056
2000005,2/5/1976,7.292374179
2000005,2/6/1976,7.292511313
2000005,2/9/1976,7.285621526
2000005,2/10/1976,7.307700679
2000005,2/11/1976,7.285898775
2000005,2/13/1976,7.271545
2000005,2/17/1976,7.235034898
2000005,2/18/1976,7.24957767
2000005,2/19/1976,7.264144231
2000005,2/20/1976,7.242062782
2000005,2/23/1976,7.1977999
2000005,2/24/1976,7.19768825
2000005,2/25/1976,7.197577416
2000005,2/26/1976,7.19013629
2000005,2/27/1976,7.270840513
2000005,3/1/1976,7.411118598
2000005,3/2/1976,7.366619157
2000005,3/3/1976,7.381415536
2000005,3/4/1976,7.440826372
2000005,3/5/1976,7.381372503
2000005,3/8/1976,7.336768786
2000005,3/9/1976,7.366432178
2000005,3/10/1976,7.35154717
2000005,3/11/1976,7.351518513
2000005,3/12/1976,7.277267401
2000005,3/15/1976,7.306788351
2000005,3/16/1976,7.306744271
2000005,3/17/1976,7.306701108
2000005,3/18/1976,7.262065646
2000005,3/19/1976,7.284299326
2000005,3/22/1976,7.224666745
2000005,3/23/1976,7.202317431
2000005,3/24/1976,7.202233314
2000005,3/25/1976,7.172459301
2000005,3/26/1976,7.187210416
2000005,3/29/1976,7.179512978
2000005,3/30/1976,7.209192693
2000005,3/31/1976,7.209118016
2000005,4/1/1976,7.24634695
2000005,4/2/1976,7.19406121
2000005,4/5/1976,7.15654499
2000005,4/6/1976,7.141549577
2000005,4/7/1976,7.126551403
2000005,4/8/1976,7.066925306
2000005,4/9/1976,7.05193121
2000005,4/12/1976,7.006931365
2000005,4/13/1976,6.969670878
2000005,4/14/1976,6.932439326
2000005,4/15/1976,6.947071876
2000005,4/19/1976,6.990957838
