"","PERMNO","TICKER","CUSIP","YEAR","MCAP","RET.x","RET.y","Cap"
"34",10002,"MBNC","05978R10",1986,14540.625,0.0645152560658284,-0.03723442,13365.625
"35",10002,"MBNC","05978R10",1987,11750,-0.191918257818693,0.09392842,15945.608281893
"36",10002,"MBNC","05978R10",1988,9840.625,-0.16250041956534,-0.10496885,15379.2338709677
"37",10002,"MBNC","05978R10",1989,7196.875,-0.268657418139746,-0.25966779,14003.6194092123
"38",10002,"MBNC","05978R10",1990,5875,-0.183673167216774,0.020408,7294.79166666667
"39",10002,"MBNC","05978R10",1991,7050,0.200000274864854,-0.20000124,7034.95858433735
"40",10002,"MBNC","05978R10",1992,12978,0.499999482705257,-0.04000205,6400.32681772908
"41",10002,"SABC","05978R10",1993,38612.125,0.464996990332497,0.51999992,7609.00328785063
"42",10002,"SABC","05978R10",1994,39361.875,0.0394734639437373,1.08888163,10543.817755046
"43",10002,"SABC","05978R10",1995,42028,0.0921287627351954,1.17242864,14903.062118779
"44",10002,"SABC","05978R10",1996,39026,-0.0440776920193253,-0.03571375,40827.2
"45",10002,"SABC","05978R10",1997,104027,0.962960322570469,-0.04636019,40805.0737051793
"46",10002,"SABC","05978R10",1998,117867.25,-0.0481709062204361,1.108534,53661.6209490741
"47",10002,"SABC","05978R10",1999,94197.1875,-0.179592566891403,0.8853729,71858.0655923249
"48",10002,"SABC","05978R10",2000,78332.625,-0.212422789534577,0.4999776,82817.5555725328
"49",10002,"SABC","05978R10",2001,84361.7,0.119580916310851,0.03401363,79220.75
"50",10002,"BTFG","05978R10",2002,96891.9,0.171631590246135,0.05514191,90747.8106531413
"51",10002,"BTFG","05978R10",2003,140094.9,0.492715251900591,0.2632108,92826.3094990884
"52",10002,"BTFG","05978R10",2004,271226.81,0.578180095814652,0.005618212,141144.3
"53",10002,"BTFG","05978R10",2005,223853.7,-0.161573788664541,0.5305874,192901.57200576
"54",10002,"BTFG","05978R10",2006,284956.32,0.296736698637352,0.3316861,206858.814403732
"55",10002,"BTFG","05978R10",2007,211713.7,-0.510884822385367,0.7060498,223806.628796933
"56",10002,"BTFG","05978R10",2008,259111.8,0.28261156406498,-0.02644775,207208.2225
"57",10002,"BTFG","05978R10",2009,50609.58,-0.804133121910148,0.33319495,180818.72381166
"58",10002,"BTFG","05978R10",2010,47096.13,-0.0696870714396928,-0.71001468,132543.017235458
"59",10002,"BTFG","05978R10",2011,22280.32,-0.535581071802503,-0.75398004,110517.063163989
"60",10002,"BTFG","05978R10",2012,49945.48,1.24193909157905,0.08870857,22100.64
"61",10002,"BTFG","05978R10",2013,51742.08,0.035971,1.291344,42620.0535584553
"62",10003,"GCBK","39031810",1986,42061.25,-0.124999625295767,0.12837842,38427.5
"63",10003,"GCBK","39031810",1987,30716,-0.256049288636986,-0.05389832,42345.98
"64",10003,"GCBK","39031810",1988,41686,0.429047577799049,-0.31399054,41231.63
"65",10003,"GCBK","39031810",1989,18649,-0.532994706191455,-0.03239093,41495.65
"66",10003,"GCBK","39031810",1990,5485,-0.705881959290737,0.1617652,20797.292
"67",10003,"GCBK","39031810",1991,2605.375,-0.525000187096367,-0.7307693,13276.343
"68",10003,"GCBK","39031810",1992,8501.75,2.26316128616267,-0.8621795,9384.185
"69",10003,"GCBK","39031810",1993,12884.25,-0.338710522451343,-0.6025634,8135.811
"70",10003,"GCBK","39031810",1994,11335.5,-0.121951323706014,-0.7179492,9587.386
"71",10003,"GCBK","39031810",1995,27106.125,1.38888758126543,-0.7820521,10709.657
"72",10005,"WERC","95815510",1986,433.6875,-0.750000089181477,0,2327.5
"73",10005,"WERC","95815510",1987,1177.91688,0.499999732764859,-0.8124998,823.3651
"74",10005,"WERC","95815510",1988,785.25,-0.333333214814907,-0.7187498,965.1726
"75",10005,"WERC","95815510",1989,523.5,-0.3333337666666,-0.8124999,1036.331
"76",10005,"WERC","95815510",1990,391.30736,-0.24999985,0,523.5
"77",10005,"WERC","95815510",1991,1047,1.6666672,-0.2499999,426.8126
"78",10006,"","00080010",1926,60900,0.00950831630851434,1.03898974,66802.5
"79",10006,"","00080010",1927,66150,0.150738965911693,0.95683316,60249.31
"80",10006,"","00080010",1928,58875,-0.054723381014844,1.11217494,60903.55
"81",10006,"","00080010",1929,46800,-0.151711404705275,1.12539285,60390.24
"82",10006,"","00080010",1930,16500,-0.59554358802093,0.89934786,59674.83
"83",10006,"","00080010",1931,4050,-0.738989014171508,0.36652082,54178.98
"84",10006,"","00080010",1932,4200,0.0370391451486742,0.0915517,47098.46
"85",10006,"","00080010",1933,14700,2.50000484248554,0.09673428,40887.52
"86",10006,"","00080010",1934,11100,-0.244898234476668,0.34547938,37408.64
"87",10006,"","00080010",1935,20325,0.831081756704234,0.2556556,34634.02
"88",10006,"","00080010",1936,35550,0.749079353201038,-7.206449e-07,20437.5
"89",10006,"","00080010",1937,14250,-0.597366296122359,0.724271,24997.4
"90",10006,"","00080010",1938,20475,0.43684005878094,-0.2724729,26659.08
"91",10006,"","00080010",1939,19050,-0.0695950767703489,-0.00287647,22520.45
"92",10006,"","00080010",1940,18225,-0.0433071003773789,-0.06935134,20948.61
"93",10006,"","00080010",1941,18825,0.0691626847112983,-0.1210627,19895.14
"94",10006,"","00080010",1942,15450,-0.179283042668984,-0.007812753,19424.21
"95",10006,"","00080010",1943,20700,0.458268385489976,-0.2138744,18887.89
"96",10006,"","00080010",1944,23700,0.218794014524987,0.1325034,19137.59
"97",10006,"","00080010",1945,38400,0.698336337495298,0.4142464,19504.8
"98",10006,"","00080010",1946,29800.25,-0.175543517408002,0.03125028,38550
"99",10006,"","00080010",1947,24783.625,-0.112433738049761,-0.21061901,36610.95
"100",10006,"","00080010",1948,17970,-0.214501075139792,-0.28295446,32048.38
"101",10006,"","00080010",1949,15574,-0.0261159208019038,-0.44859706,29391.03
"102",10006,"","00080010",1950,20366,0.307693237307103,-0.48216284,26013.56
"103",10006,"","00080010",1951,21114.75,0.10705482470269,-0.28765902,24177.42
"104",10006,"","00080010",1952,24218.25,0.151019726500436,-0.24205801,23564.47
"105",10006,"","00080010",1953,23018.75,-0.0237775044018237,-0.07271234,23377.38
"106",10006,"","00080010",1954,42421.5,0.714742168031359,0.01106119,23638.21
"107",10006,"","00080010",1955,85365,0.451771953912035,0.73662587,24190.96
"108",10006,"","00080010",1956,82249,-0.080746000564326,-0.01106975,84246.75
"109",10006,"","00080010",1957,52783.25,-0.312077049958561,-0.07745084,77296.39
"110",10006,"","00080010",1958,68064,0.379071555947653,-0.32225681,78251.81
"111",10006,"","00080010",1959,68773,0.0599754436882023,-0.12029921,72581.24
"112",10006,"","00080010",1960,53960,-0.170459237049884,-0.03630187,72776.69
"113",10006,"","00080010",1961,95787.375,0.844457351616403,-0.21836739,70785.13
"114",10006,"ACF","00080010",1962,112062.625,0.191937683801044,0.42509635,72400.08
"115",10006,"ACF","00080010",1963,182776,0.653182944394231,0.68606212,75923.08
"116",10006,"ACF","00080010",1964,235956,0.290089455050115,1.7593155,83822.41
"117",10006,"ACF","00080010",1965,279720,0.223277295519639,2.64326218,96537.95
"118",10006,"ACF","00080010",1966,219861,-0.151284240365799,0.10052962,287046
"119",10006,"ACF","00080010",1967,253229.625,0.230253809348597,-0.20606336,272291.5
"120",10006,"ACF","00080010",1968,353267.625,0.459571610955682,-0.05658456,275250.2
"121",10006,"ACF","00080010",1969,276409,-0.179925908754081,0.41477441,280770.9
"122",10006,"ACF","00080010",1970,256138.75,-0.0149998524558951,0.1544811,282971.7
"123",10006,"ACF","00080010",1971,288245.5,0.18192515204403,0.14016592,274873.7
"124",10006,"ACF","00080010",1972,266985.75,-0.0282373044081865,0.33833129,278879.9
"125",10006,"ACF","00080010",1973,324447.25,0.286623159794083,0.32574189,277246.6
"126",10006,"ACF","00080010",1974,185724,-0.392719461123049,0.67827589,274574.8
"127",10006,"ACF","00080010",1975,219450,0.241651438857628,0.0870343,270606.3
"128",10006,"ACF","00080010",1976,304709.375,0.444699990006715,0.09090853,229425
"129",10006,"ACF","00080010",1977,301219.5,0.0391971607148698,0.33359201,296893
"130",10006,"ACF","00080010",1978,269308.5,-0.0509328156491673,0.37887935,302466.1
"131",10006,"ACF","00080010",1979,303420.75,0.188958831267591,0.32826693,299352.1
"132",10006,"ACF","00080010",1980,414414,0.430884592403675,0.59016243,299208.6
"133",10006,"ACF","00080010",1981,374251.5,-0.0551317854878381,7.357774e-07,418242.8
"134",10006,"ACF","00080010",1982,269106.75,-0.12836333908664,-0.05259818,396724.3
"135",10006,"ACF","00080010",1983,419250,0.604703729782742,-0.1811709,343398
"136",10006,"ACF","00080010",1984,441260.625,0.0602155201586707,0.3040722,335148.2
"137",10007,"SDIC","81949130",1986,23415,-0.631578543904708,0.2419357,57852.85
"138",10007,"SDIC","81949130",1987,2967,-0.794642702909928,-0.5810789,51564.97
"139",10007,"SHRD","81949130",1989,28196.25,2.22059414827253,-0.9324326,37437.4
"140",10007,"SHRD","81949130",1990,1937.8125,-0.931506856387578,0.05935982,29719.79
"141",10008,"GACO","36547310",1986,44175,0.0256403441916226,-0.03111079,40861.88
"142",10008,"GACO","36547310",1987,30943.5,-0.299999282220075,0.09174047,44925.11
"143",10008,"GACO","36547310",1988,81779.25,1.64286224838417,-0.22936432,44271.81
"144",10009,"CAYB","46334710",1986,11212.5,0.0484607685386478,-0.05454608,6681.35
"145",10009,"CAYB","46334710",1987,6279,-0.420072178886025,-0.10328795,9170.931
"146",10009,"CAYB","46334710",1988,10586.25,0.674127705972296,-0.44636445,9491.191
"147",10009,"CAYB","46334710",1989,6822.25,-0.322409025394698,-0.03046602,9669
"148",10009,"IROQ","46334710",1990,6351.75,-0.0164694447798663,0.05172432,7312.354
"149",10009,"IROQ","46334710",1991,9264,0.265037743637792,-0.0654116,6458.274
"150",10009,"IROQ","46334710",1992,14185.5,0.608591298348694,0.19972011,7006.173
"151",10009,"IROQ","46334710",1993,20282.5,0.476568368292569,0.90174009,8460.973
"152",10009,"IROQ","46334710",1994,19642.5,-0.00442768951063266,2.0109471,10792.236
"153",10009,"IROQ","46334710",1995,31868.875,0.656052917381796,1.73707849,12509.308
"154",10009,"IROQ","46334710",1996,40256,0.274223055467854,4.807509e-07,31810.4
"155",10009,"IROQ","46334710",1997,61516.75,0.538623605494667,0.2187834,35801.06
"156",10009,"IROQ","46334710",1998,50610,-0.169555499510394,0.9304819,44943.96
"157",10009,"IROQ","46334710",1999,34028.25,-0.281361948094172,0.5842234,48434.12
"158",10009,"IROQ","46334710",2000,76275.1875,1.27725881793081,0.2695722,47883.74
"159",10010,"CBOT","12709510",1986,8360,-0.499999888237788,0.07352995,14480
"160",10010,"CBOT","12709510",1987,13794,0.65000137864647,-0.53425035,11272.48
"161",10010,"CBOT","12709510",1988,15140.25,0.090909108918013,-0.12329925,12168.82
"162",10010,"CBOT","12709510",1989,17960.5625,0.194444245431521,-0.01370978,13627.92
"163",10010,"CBOT","12709510",1990,68240.25,2.62790530303679,0.06976744,18935.17
"164",10010,"CBOT","12709510",1991,106883.875,0.448716173127363,2.124994,45373.26
"165",10010,"CBOT","12709510",1992,90321.25,-0.159293039795131,3.666657,73674.27
"166",10010,"CBOT","12709510",1993,52554.375,-0.415379224827933,2.833305,75689.91
"167",10010,"CBOT","12709510",1994,50930,-0.0222222713823728,1.262676,73772.51
"168",10010,"CBOT","12709510",1995,84814.3125,0.637501456852898,1.432373,73388.69
"169",10011,"ATCE","00206710",1988,10448.4375,-0.601064715926294,0.0106378,25856.4
"170",10011,"ATCE","00206710",1989,10169.8125,-0.026665844053929,-0.5989583,27169.92
"171",10011,"ATCE","00206710",1990,15744.375,0.479453328265638,0,10169.81
"172",10011,"ATCE","00206710",1991,17006.625,-8.96139295325504e-07,0.5890414,22671.36
"173",10011,"ATCE","00206710",1992,24480.125,0.370371193783397,0.7260279,22104.98
"174",10011,"ATCE","00206710",1993,37783.875,0.540540003412825,1.1095822,20266.67
"175",10011,"ATCE","00206710",1994,92966.25,1.28070247969543,2.0684685,22319.4
"176",10011,"ATCE","00206710",1995,91591.25,-0.276922288068829,6.1231997,29050.55
"177",10011,"ATCS","00206710",1996,72131.5,-0.212766969535769,0.1489363,101919.62
"178",10011,"ATCS","00206710",1997,92186.25,0.256755526918856,-0.3301902,97907.85
"179",10011,"ATCS","00206710",1998,94664.375,0.0268820000000001,-0.1226472,88949.65
"180",10012,"DPAC","23326910",1986,5495.3125,-0.489796216752766,0.025,8874
"181",10012,"DPAC","23326910",1987,3540.46875,-0.635999792064505,-0.3902433,15066.793
"182",10012,"DPAC","23326910",1988,4765.40625,0.269229134125686,-0.829268,10588.237
"183",10012,"DPAC","23326910",1989,3761.0625,-0.212120398957805,-0.7964357,10066.419
"184",10012,"DPAC","23326910",1990,1747.125,-0.538461492456853,-0.038462,3736.953
"185",10012,"DPAC","23326910",1991,2729.53125,-0.249999555968865,-0.5384632,3357.873
"186",10012,"DPAC","23326910",1992,9797.90625,2.66667278765012,-0.6538466,2905.347
"187",10012,"DPAC","23326910",1993,37315.125,1.48484576890144,0.3846055,4933.497
"188",10012,"DPAC","23326910",1994,32899.5,-0.121951947762798,2.6153577,9969.408
"189",10012,"DPAC","23326910",1995,103457.8125,1.91666485360217,1.7692054,13325.029
"190",10012,"DPAC","23326910",1996,21736.40625,-0.804762152948395,-4.39387e-07,101290.12
"191",10012,"DPAC","23326910",1997,80942.125,2.60975031154621,-0.7307697,69320.79
"192",10012,"DPAC","23326910",1998,16185.625,-0.804053597041237,-0.2884651,58223.64
"193",10012,"DPAC","23326910",1999,154794.3125,7.86206757672525,-0.8605785,50147.67
"194",10012,"DPAC","23326910",2000,39836,-0.750972879043165,0.230754,52742
"195",10012,"DPAC","23326910",2001,65282.88,0.559999698730196,0.3749996,52930.5
"196",10012,"DPAC","23326910",2002,28963.44,-0.557691873199797,0.1818128,48320.34
"197",10012,"DPAC","23326910",2003,34702.8,0.195653192772385,-0.4723687,49200.78
"198",10012,"DPAC","23326910",2004,24443.96,-0.375757710736376,0.01818129,35806.98
"199",10012,"DPAC","23326910",2005,4036.65,-0.83495117783653,-0.49122634,18785.87
"200",10013,"AAPI","04045810",1986,857.4375,-0.793103074806581,-0.03333395,4172.863
"201",10014,"","00147610",1926,1837.5,-0.222223108450041,0.8666653,2397.5
"202",10014,"","00147610",1927,1400,-0.238095189793421,0.7499987,1897.426
"203",10014,"","00147610",1928,11929.5,7.25001322533845,0.6428586,1926.722
"204",10014,"","00147610",1929,11568,-0.0303033535580466,4.7857365,3574.357
"205",10014,"","00147610",1930,10498,-0.0937503351507307,4.428581,5273.489
"206",10014,"","00147610",1931,20700,1.04863456299925,4.2857151,6157.538
"207",10014,"","00147610",1932,18540,-0.0634437011739309,7.8172298,8459.142
"208",10014,"","00147610",1933,33383.5,0.809134861256404,8.2398296,9778.344
"209",10014,"","00147610",1934,28312.5,-0.104286250164382,14.2717771,12147.9
"210",10014,"","00147610",1935,23062.5,-0.122480906417133,12.8212971,14117.673
"211",10014,"","00147610",1936,21937.5,0.0305157988842963,0.05266688,23400
"212",10014,"","00147610",1937,17250,-0.154103450490396,-0.02041725,22263.55
"213",10014,"","00147610",1938,14812.5,-0.0148217976412561,-0.15063653,20472.97
"214",10014,"","00147610",1939,9549.75,-0.305410227459931,-0.15903419,18811.31
"215",10014,"","00147610",1940,6928.25,-0.189775874167668,-0.40549175,17057.9
"216",10014,"","00147610",1941,2416.375,-0.617243644858279,-0.51461261,15216.31
"217",10014,"","00147610",1942,5204.5,1.15384220170381,-0.79168726,13634.98
"218",10014,"","00147610",1943,8922,0.714283684330339,-0.61115432,12138.84
"219",10014,"","00147610",1944,9479.625,0.0625000392245612,-0.33340716,11634.1
"220",10014,"","00147610",1945,12825.375,0.352940817097867,-0.30563343,11372.72
"221",10014,"","00147610",1946,7992.625,-0.376811367099059,0.07246356,13178.538
"222",10014,"","00147610",1947,5390.375,-0.325581528794765,-0.44594555,11491.909
"223",10014,"","00147610",1948,4275.125,-0.20689629988132,-0.58108056,9244.105
"224",10014,"","00147610",1949,4646.875,0.0869557525083924,-0.67567557,7902.346
"225",10014,"","00147610",1950,3903.375,-0.159999954767442,-0.66216195,7153.286
"226",10014,"","00147610",1951,3903.375,4.21807455186496e-07,-0.70270411,6539.631
"227",10014,"","00147610",1952,4089.25,0.0476216465451449,-0.70270466,6181.861
"228",10014,"","00147610",1953,2974,-0.272727878749487,-0.68919047,5932.891
"229",10014,"","00147610",1954,4832.75,0.625001768930252,-0.77027261,5712.814
"230",10014,"","00147610",1955,4461,-0.0769220065686322,-0.58108867,5565.365
"231",10014,"","00147610",1956,3903.375,-0.1250019805751,0.08333394,4907.1
"232",10014,"","00147610",1957,3159.875,-0.190476682156012,-0.18518604,4870.231
"233",10014,"","00147610",1958,5948,0.882354984776454,-0.35185717,4519.954
"234",10014,"","00147610",1959,9823.5,0.124999940568997,0.18517791,4636.549
"235",10014,"","00147610",1960,10016,-0.111111614845503,0.40739924,5448.748
"236",10014,"","00147610",1961,14577.75,0.187499213217033,0.18517916,6317.59
"237",10014,"AJ","00147610",1962,11940.75,-0.198684286594253,0.37035966,7052.599
"238",10014,"AJ","00147610",1963,9685.875,-0.206896891540458,0.12776709,7854.775
"239",10014,"AJ","00147610",1964,8422.5,-0.130434930916074,-0.06667679,8361.769
"240",10014,"AJ","00147610",1965,10949.25,0.29999843308339,-0.22223359,8597.741
"241",10014,"AJ","00147610",1966,11802,0.0769209420475923,0.0384608,11707.27
"242",10014,"AJ","00147610",1967,35340,1.85714003057605,0.07143051,15970.07
"243",10014,"AJ","00147610",1968,64716.75,0.575000005265782,2.142844,18395.11
"244",10014,"AJ","00147610",1969,29298,-0.547619239276904,3.392817,25069.01
"245",10014,"AJ","00147610",1970,18488,-0.438595926636859,1.321412,29938.77
"246",10014,"AJ","00147610",1971,20383,0.0624999188489337,0.1071379,28707.57
"247",10014,"AJ","00147610",1972,19110,-0.176470835407307,0.2142779,27401.68
"248",10014,"AJ","00147610",1973,10237.5,-0.464284987375645,-3.940408e-06,26749.15
"249",10014,"AJ","00147610",1974,5711.625,-0.400000638465489,-0.357154,25689.82
"250",10014,"AJ","00147610",1975,9410.625,0.66666622309741,-0.7142908,24316.26
"251",10014,"AJ","00147610",1976,22585.5,1.40000020801188,0.1333332,10790.85
"252",10014,"AJ","00147610",1977,23840.25,0.0555553189151576,1.1176564,16176.95
"253",10015,"AMFD","00016510",1983,26775,0.1999999153846,-0.057143,23147.4
"254",10015,"AMFD","00016510",1984,13610.625,-0.491666838581267,0.1428565,26107.83
"255",10015,"AMFD","00016510",1985,40378.5,1.65573708160605,-0.4095262,21720.15
"256",10015,"AMFD","00016510",1986,59775,0.481480418594044,-0.02469167,39481.2
"257",10016,"FIGIA","81002230",1986,247968,0.42471586886279,0.03355737,174879
"258",10016,"FIGIA","81002230",1987,245244,0.00440102361625128,0.4145205,221602.2
"259",10016,"FIGIA","81002230",1988,400414,0.406526192306288,0.4810644,267495.9
"260",10016,"FIGIA","81002230",1989,294580,-0.107615751441379,0.9991549,286518.8
"261",10016,"FIGIA","81002230",1990,186986.25,-0.347483901470536,0.01538492,297979
"262",10016,"FIGIA","81002230",1991,180120.5,-0.0045331698178912,-0.34648627,286454.8
"263",10016,"FIGIA","81002230",1992,227230.5,0.299971030028337,-0.33667483,243947.5
"264",10016,"FIGIA","81002230",1993,187357.375,-0.165568882154925,-0.16558128,240059.4
"265",10016,"FIGIA","81002230",1994,83881.875,-0.550458337522067,-0.26046567,237038.1
"266",10016,"FIGIA","81002230",1995,141629.125,0.693876204274732,-0.66267024,215889.8
"267",10016,"FIGIA","81002230",1996,164340,0.156627320677702,0.15662669,159034.1
"268",10016,"FIGIA","81002230",1997,180193.125,0.0937487773455634,-0.03061407,176154.8
"269",10016,"SCTT","81002230",1998,300653.84375,0.259522630623876,0.08162891,177854.9
"270",10016,"SCTT","81002230",1999,337277.375,0.141776492513209,0.32653725,181750.6
"271",10016,"SCTT","81002230",2000,379569.5,0.185430651172583,0.60205403,215484.9
"272",10016,"SCTT","81002230",2001,398654,0.0502788078598144,0.04189913,391939.1
"273",10017,"CCUR","20670910",1986,186338.75,-0.230768827145375,-0.03428566,244555.1
"274",10017,"CCUR","20670910",1987,195058,0.0461535173981145,-0.23977085,187558.8
"275",10017,"CCUR","20670910",1988,223490.625,0.139705236045339,-0.2046877,190568.4
"276",10018,"DCIS","24750910",1986,2705.125,-0.720588287411706,0.014925,9256.8
"277",10018,"DCIS","24750910",1987,640.6875,-0.763157548743879,-0.7164177,6474.74
"278",10018,"DCIS","24750910",1988,391.54264,-0.388889009599383,-0.9402984,3839.895
"279",10018,"DCIS","24750910",1989,828.28125,0.636363129186192,-0.9589551,2784.722
"280",10018,"DCIS","24750910",1990,2159.31223,1.50000157743168,0.2222225,981.6765
"281",10018,"DCIS","24750910",1991,3598.84348,0.66666872230893,1.0454551,2017.817
"282",10018,"DCIS","24750910",1992,6142,0.706665793314268,2.4091036,2112.245
"283",10018,"DCIS","24750910",1993,5959.625,-0.562499790364603,5.9091222,2733.333
"284",10018,"DCIS","24750910",1994,6812,0.142857193485641,1.9091076,4220.564
"285",10018,"DCIS","24750910",1995,851.5,-0.87499996666669,1.9091086,4545.245
"286",10019,"IFRS","44950710",1986,60206.25,-0.156757023650972,-6.677686e-07,70317.81
"287",10019,"IFRS","44950710",1987,44768.75,-0.247115686316994,-0.1160268,70358.23
"288",10019,"IFRS","44950710",1988,63613,0.545245961353644,-0.3731504,61645.97
"289",10019,"IFRS","44950710",1989,82266.25,0.250001921952534,0.00305997,58798.1
"290",10019,"IFRS","44950710",1990,35574.5,-0.527271893396154,0.01818209,82764.83
"291",10019,"IFRS","44950710",1991,32787.125,-0.0576927427924239,-0.54386078,57364.12
"292",10019,"IFRS","44950710",1992,43617,0.367345279286807,-0.57017744,48449.62
"293",10019,"IFRS","44950710",1993,40594.5,-0.0746274070460042,-0.44737218,43530.35
"294",10019,"IFRS","44950710",1994,50065,0.225807043661384,-0.4561449,43548.36
"295",10019,"IFRS","44950710",1995,50616,-0.0263163918180195,-0.33333502,43355.52
"296",10019,"IFRS","44950710",1996,85302,0.702703336441853,0.01351298,51710.4
"297",10019,"IFRS","44950710",1997,127177.5,0.481579919240359,0.67999959,75203.28
"298",10019,"IFRS","44950710",1998,37962,-0.701613161387533,1.4090671,96936.05
"299",10019,"IFRS","44950710",1999,82774.125,1.17567118528181,-0.0765205,104669.69
"300",10019,"IFRS","44950710",2000,28945,-0.652173407411873,0.57593065,91838.34
"301",10019,"IFRS","44950710",2001,10352.5,-0.64285737914364,-0.2500005,23431.67
"302",10019,"IFRS","44950710",2002,11097.88,0.0720007881033142,-0.6347828,16216.06
"303",10020,"KEYC","49307510",1986,210250,0.467985036135369,0.1206901,134832
"304",10020,"KEYC","49307510",1987,345120,0.246956904265557,0.2613458,166142
"305",10020,"KEYC","49307510",1988,299144.75,-0.17096738071798,0.5142033,214891
"306",10020,"KEYC","49307510",1989,280206,-0.0480413737396506,0.3592409,280241
"307",10020,"KEYC","49307510",1990,230062.5,-0.123216617327181,-0.01851982,277611.5
"308",10020,"KEYC","49307510",1991,348652.5,0.349200950434899,-0.10425298,254234.7
"309",10020,"KEYC","49307510",1992,557215.75,0.621788461886249,0.22645945,284995.1
"310",10020,"KEYC","49307510",1993,581708.75,0.050984970393861,0.92658693,339814
"311",10021,"BIRI","10488220",1986,6500,-0.310344564112247,0,9392.5
"312",10021,"BIRI","10488220",1987,3737.5,-0.425000312847336,-0.2982448,9426.166
"313",10021,"BIRI","10488220",1988,4062.5,0.0869559917456064,-0.5964907,7507.183
"314",10021,"BIRI","10488220",1989,2275,-0.439999379055699,-0.5614031,6161.25
"315",10021,"BIRI","10488220",1990,1031.25,-0.571428318640857,0.071429,2329.167
"316",10021,"BIRI","10488220",1991,1031.25,6.61752121766668e-07,-0.5999996,1777.411
"317",10021,"BIRI","10488220",1992,676.875,-0.366666884911162,-0.5999997,1578.576
"318",10021,"BIRI","10488220",1993,741.5625,-0.53947346038196,-0.7466671,1626.233
"319",10021,"BIRI","10488220",1994,7966.5,9.74285672454882,-0.8533332,2041.723
"320",10021,"BIRI","10488220",1995,3051,-0.617021549474487,0.3200018,2709.439
"321",10022,"","00299090",1926,11424,0.0204574797664772,1.0892865,11902.5
"322",10022,"","00299090",1927,12168,0.322848690552578,0.9452163,11371.09
"323",10022,"","00299090",1928,14144,0.326337778811458,1.1178394,10998.817
"324",10022,"","00299090",1929,11800,-0.138477354951578,1.423587,11778.251
"325",10022,"","00299090",1930,11700,0.0765132635336141,1.291047,12196.664
"326",10022,"","00299090",1931,4700,-0.538151940192763,1.4000385,12219.995
"327",10022,"","00299090",1932,4575,0.127338923449248,0.6237567,11745.061
"328",10022,"","00299090",1933,6912.5,0.894645233886474,0.685612,10621.284
